"playerId"|"goals"|"assists"|"matches"|"penalties"
16970|0|2|12|0
17238|22|13|55|0
17306|2|2|6|0
17241|6|7|27|0
16553|57|10|79|4
16552|1|1|24|0
16555|21|9|75|6
16554|50|15|71|1
16556|19|11|71|0
438|19|2|23|0
17165|0|0|7|0
17151|0|0|2|1
17237|0|1|6|0
16519|9|1|58|2
1133|3|6|25|2
16517|14|11|69|4
16525|0|0|10|0
16625|1|0|10|1
15862|23|11|86|5
16074|50|63|131|6
16454|29|9|60|5
16453|5|2|19|3
16698|2|0|4|0
16769|4|6|7|0
16653|40|15|52|8
16975|3|2|4|2
16071|14|12|35|10
16077|25|5|34|2
16094|8|1|20|1
17024|9|3|13|2
17088|13|6|4|1
17162|29|7|29|5
16037|0|3|6|0
16073|12|15|71|4
16633|0|0|1|0
16564|1|0|10|1
16566|3|1|2|1
16573|0|1|12|0
16570|0|0|10|0
16568|0|2|16|3
16572|0|0|2|0
16571|0|0|5|0
16369|1|1|1|1
17069|0|2|8|1
16948|0|0|6|1
16293|9|10|56|2
16529|5|4|8|1
17017|2|0|4|0
17259|10|9|83|3
17258|36|52|124|2
17055|2|3|12|2
17097|31|13|38|4
17009|1|1|6|0
16624|64|76|118|14
16581|5|2|7|1
16524|4|1|17|2
16521|0|3|8|1
16327|5|4|6|0
16901|32|4|18|1
16896|19|2|16|0
16899|14|18|30|1
16902|0|0|4|0
16914|4|6|6|0
16895|0|3|12|0
17023|6|2|18|0
16898|0|0|8|0
17134|67|36|102|7
16897|1|2|16|1
16900|0|0|6|1
17194|4|5|14|3
16522|1|0|14|0
17145|0|0|4|0
16549|8|4|10|0
16950|0|0|5|0
16960|1|0|4|0
16965|2|4|11|0
16550|0|0|2|0
16280|0|0|5|0
16281|0|0|2|0
16445|2|1|4|0
16941|0|0|5|0
16932|155|94|109|4
16931|1|3|13|0
16938|10|4|33|0
16936|0|0|7|0
16934|0|0|13|0
16937|0|2|11|0
17052|1|5|24|1
16284|0|1|2|0
16935|8|0|3|0
17277|2|0|2|0
17276|2|0|1|0
17261|0|0|2|0
17250|0|0|2|0
17420|0|0|1|0
17418|0|0|1|0
17419|0|0|1|0
16627|9|7|90|1
17066|10|7|55|1
12979|163|38|94|1
17160|1|1|6|0
17239|82|31|43|5
17263|111|44|40|2
17403|20|5|65|1
17402|2|1|71|1
17329|8|3|12|1
17398|0|0|2|0
16569|19|22|61|4
16385|40|37|89|4
16391|62|39|133|0
16399|176|86|84|0
16390|2|2|11|0
16400|22|9|67|0
16387|2|1|13|0
16392|1|1|24|0
16641|1|1|10|0
16630|12|8|26|1
16628|0|0|6|0
16389|168|45|87|7
17279|10|0|25|0
17284|2|0|2|0
17347|16|23|36|0
17346|38|20|58|5
17345|72|18|54|1
16386|4|3|14|0
16580|1|1|20|0
16594|0|1|3|1
16448|92|46|89|9
16449|64|52|82|3
16743|0|0|1|0
16744|18|14|61|6
2333|2|1|6|2
16987|4|5|27|2
13358|23|9|34|12
17061|58|38|49|15
17223|0|3|16|2
17217|17|12|8|0
16873|4|5|15|1
16450|0|2|8|1
17175|52|23|50|14
16694|0|0|2|0
16670|1|2|10|0
12464|114|44|37|6
14010|6|8|38|0
16854|3|6|22|0
16652|2|3|16|0
17203|5|1|2|0
16863|0|0|12|0
17360|0|0|2|0
17422|28|31|81|1
16833|7|1|12|0
16590|6|6|25|1
16748|10|1|6|0
15901|0|0|10|1
17011|0|0|4|0
17013|2|3|22|0
17012|6|2|27|3
17015|4|5|25|0
16367|1|0|2|0
17211|0|0|3|0
10452|8|7|8|4
17037|36|20|60|2
17039|6|2|26|0
17036|0|3|37|1
17053|1|0|6|0
17038|2|3|12|0
17034|0|2|6|0
17033|1|1|4|0
17035|11|9|61|2
16623|0|1|2|0
16622|4|1|11|0
4300|24|6|14|0
16593|2|0|10|0
16596|1|5|21|0
17226|12|9|25|0
17227|0|1|70|0
17248|5|5|9|0
16435|53|30|74|7
16436|0|0|12|0
13418|0|1|11|0
16381|20|10|48|1
16382|5|12|35|0
16440|45|14|45|1
16441|51|24|35|2
16451|25|20|29|0
16504|18|5|8|0
16510|0|2|5|0
16505|14|9|13|2
16503|2|3|4|0
16507|1|1|6|0
16526|1|0|1|0
16509|0|0|6|0
16506|11|2|7|0
16527|0|0|1|0
17042|55|24|44|2
17046|34|19|51|5
17049|16|15|26|0
16452|0|0|2|0
17030|11|1|17|0
16747|47|36|92|8
16439|2|6|25|0
16270|25|13|24|5
15869|7|10|16|0
16324|13|14|26|0
15865|120|57|71|3
11476|19|5|11|3
10094|0|0|3|0
15866|173|131|119|9
15860|33|18|19|3
17064|3|3|6|0
17303|8|16|27|2
17308|0|0|1|0
11264|48|52|40|5
12740|16|11|65|4
16118|15|5|24|0
16798|2|5|21|2
17325|1|5|38|2
16815|6|7|17|1
16107|4|1|29|2
2950|9|3|11|0
16183|0|0|9|0
16182|10|14|45|0
16184|0|0|8|1
16379|0|0|5|0
17096|2|0|6|0
16414|0|3|11|1
17417|27|20|77|11
16105|3|1|7|1
16700|51|29|32|2
5111|8|2|4|0
10074|1|4|16|0
17310|2|0|1|0
16456|3|1|22|1
16413|15|9|67|1
3741|52|23|44|6
16438|23|7|32|1
5952|0|2|16|0
16474|8|15|38|2
16473|8|16|80|4
16472|3|3|8|0
16476|7|3|28|1
16853|23|7|36|1
16841|4|1|4|0
16477|2|0|8|1
16475|0|1|21|0
15957|4|0|10|2
17026|49|23|36|2
17062|53|27|58|3
10815|0|0|13|0
16412|2|1|4|0
17280|12|8|18|1
17354|136|78|49|14
17429|14|24|52|3
9325|5|3|32|3
17368|2|2|4|0
17443|13|3|30|1
16483|32|15|33|2
16480|12|2|8|1
16481|0|0|10|0
16485|21|27|35|1
16482|0|2|6|1
16484|50|21|38|2
16486|2|2|10|1
16177|1|0|26|0
15905|1|4|10|1
14834|48|16|28|1
1598|12|13|27|5
13940|1|2|15|0
643|35|8|31|1
15870|0|0|32|0
15875|12|6|53|0
16032|15|5|28|2
16031|67|58|95|8
15861|35|19|44|4
15868|14|16|21|2
15871|94|69|113|5
15876|1|1|4|0
15857|2|2|5|0
15874|0|0|26|0
16313|0|6|10|0
16310|1|1|6|0
16317|2|2|6|0
16318|2|2|6|0
16316|1|0|4|1
16319|51|6|19|7
14122|10|5|21|3
16308|24|29|30|9
16315|10|7|34|1
16395|0|0|13|0
16396|24|14|36|3
16478|0|1|7|0
16479|10|2|6|1
16886|3|1|12|2
15942|8|3|16|1
11702|17|34|20|4
13132|15|3|5|0
16752|1|0|8|0
11750|10|1|5|1
8690|6|4|18|0
11757|0|4|6|0
16312|7|0|4|1
8101|12|6|16|1
16117|1|4|7|1
17150|1|3|7|0
16296|0|0|3|0
16302|4|3|13|1
16301|2|0|3|0
16303|0|0|1|0
17202|0|0|3|0
16299|0|0|1|0
16304|0|2|3|0
17307|1|1|15|1
16298|0|0|2|0
16297|3|5|28|1
17321|0|0|27|1
15943|0|1|15|0
16718|14|11|16|0
16945|4|0|17|0
17312|3|1|5|0
16717|10|4|6|4
1143|1|2|2|0
17311|2|1|5|1
14821|0|0|5|0
16294|4|0|2|0
12215|0|0|2|0
17416|0|0|25|1
16888|41|21|45|2
16350|0|1|5|0
16186|10|21|22|5
17222|7|5|14|0
17220|2|0|4|0
17247|0|1|1|0
16419|4|9|56|3
17057|3|4|34|0
15928|0|2|16|0
15939|0|0|15|0
15991|0|0|1|0
15987|0|1|6|0
15988|3|1|5|0
15832|0|1|7|0
15831|2|2|6|0
15826|2|0|5|0
15830|1|3|11|0
16130|17|5|7|0
15985|6|4|16|1
15836|27|2|13|0
15827|8|5|22|1
16268|0|3|20|1
16269|13|3|16|0
16010|3|0|4|1
16239|0|1|7|0
16180|17|15|20|1
15828|0|0|5|1
15834|11|2|7|1
15989|10|10|85|3
15900|26|8|18|3
15829|18|8|26|3
15990|3|9|13|0
15986|4|3|7|0
15835|1|2|3|0
16956|4|8|8|1
15938|1|2|8|0
16943|19|14|15|2
17018|1|0|4|0
16216|1|0|6|0
17375|0|0|3|0
16011|0|1|13|0
17421|0|2|2|0
16420|3|1|21|0
16363|0|0|24|0
16364|3|3|11|0
16417|21|5|23|0
16416|5|5|39|0
9631|1|1|8|0
3085|34|15|20|2
16791|33|9|42|2
17106|0|0|10|0
17108|0|1|38|0
2270|71|43|32|0
13909|50|34|30|0
16425|0|2|17|0
16701|0|0|8|0
10894|0|2|30|2
17377|0|0|3|0
16351|3|2|27|0
16354|30|16|83|0
16356|3|5|27|0
16352|119|40|65|5
3488|15|12|48|0
16437|153|96|127|14
16353|151|79|125|10
16422|1|1|4|0
16426|0|0|4|0
16423|51|55|94|1
16434|25|1|41|0
16424|2|1|18|0
16431|1|2|12|0
16433|0|1|8|0
16432|0|0|2|0
16469|0|0|2|0
16461|73|22|58|4
16463|16|15|63|0
16464|127|87|98|2
16465|22|7|43|0
16470|50|13|32|2
16462|171|83|105|1
16467|145|66|69|0
16162|89|36|73|3
16160|41|26|119|6
16164|70|44|95|1
16161|11|5|53|1
16163|14|10|32|0
16154|360|103|133|15
16157|151|108|99|1
16291|3|6|43|1
16292|28|17|54|2
16155|40|29|76|2
16340|14|3|30|2
16339|0|1|12|0
16415|0|0|11|0
16337|308|142|136|0
16342|37|55|116|4
16338|48|25|47|1
16341|198|111|132|8
16515|13|11|48|1
16528|16|5|23|1
17116|1|0|14|0
16384|6|5|28|0
16383|77|36|105|5
16427|8|5|21|1
16460|3|4|14|0
16159|2|5|39|1
16677|0|0|4|0
16639|10|12|73|0
16347|30|11|63|2
16638|424|157|93|0
16640|28|22|39|0
16349|0|0|2|0
16346|95|17|49|1
16636|9|2|50|1
16918|52|33|73|1
17204|0|1|9|1
16407|9|3|23|0
16158|48|31|81|9
16637|4|2|16|0
17188|0|0|2|0
17187|0|0|2|0
16889|0|0|9|0
17285|0|0|4|0
17117|76|36|74|2
17265|2|0|8|0
17253|0|2|10|0
17270|1|0|10|0
16348|118|55|90|3
17282|8|3|22|1
17281|0|0|6|0
16355|36|14|60|4
17322|15|2|10|0
17326|4|1|23|0
17115|85|23|60|0
17264|3|5|17|0
17348|9|4|18|0
17392|0|0|8|0
17384|3|4|20|0
17219|1|1|8|0
15921|4|7|28|0
17299|0|0|21|0
9085|8|2|6|0
16272|0|0|5|2
8137|14|5|13|3
3410|12|8|13|1
768|0|1|3|0
1568|3|5|9|0
7182|0|2|7|1
17051|2|3|22|1
15958|90|49|145|4
17182|35|26|115|3
16026|3|7|26|2
16742|4|4|25|0
16741|17|5|26|2
16028|7|10|54|1
16213|76|29|75|5
16775|0|7|37|0
17025|20|9|20|1
17100|21|19|12|2
17101|47|10|17|0
16767|29|25|56|0
17050|2|2|11|1
16774|1|1|11|0
16772|0|0|11|1
16773|3|0|7|0
17236|0|0|5|0
16768|6|0|16|0
15877|12|4|9|0
16055|0|3|26|0
16740|7|9|51|3
16245|3|0|16|0
17380|0|0|4|0
16246|25|18|99|3
16263|0|0|10|0
17114|32|28|91|3
16185|44|13|40|4
16082|18|9|27|1
16081|25|8|27|0
16022|76|47|152|1
16021|182|106|128|2
17045|19|28|84|4
16023|52|34|131|3
16836|0|0|34|0
16020|85|44|97|9
16835|20|21|100|3
17447|54|31|84|4
16264|48|37|120|2
16267|1|1|17|0
17184|16|13|42|2
16047|17|6|36|0
16049|11|8|23|0
17153|1|0|15|0
16179|30|28|60|1
16046|241|178|209|11
16320|0|2|13|0
16002|0|2|29|0
15994|46|25|107|3
17135|4|3|19|0
15897|0|0|15|0
16930|6|5|13|1
15925|0|5|39|0
3017|4|2|31|1
16650|21|11|86|3
16648|5|4|50|1
17183|76|46|175|4
15849|159|137|109|6
15844|27|14|37|2
15843|33|16|42|0
17255|12|9|39|1
17256|4|0|43|0
17254|0|2|33|0
16721|4|2|57|0
16190|82|40|83|1
16188|88|63|140|4
16193|0|1|4|0
16766|10|17|113|0
16199|6|10|34|1
16189|69|25|130|4
16194|244|139|132|10
16191|140|72|80|4
16200|145|124|122|5
16258|223|93|180|7
16311|3|2|12|0
16261|0|4|67|0
16997|171|103|169|5
16266|34|22|96|4
17295|0|0|6|0
17296|26|19|43|0
16259|15|9|59|1
16271|4|2|9|0
16848|91|36|98|8
16003|224|122|171|6
16001|14|11|94|1
15995|14|16|92|2
15998|47|14|111|3
16004|3|0|11|0
15997|36|44|132|0
16000|14|7|100|0
16720|341|153|197|18
16688|9|4|28|1
16689|9|3|29|0
16690|4|4|35|1
16915|162|86|177|5
16136|74|11|41|0
16142|3|4|51|0
16140|1|1|13|0
16138|71|30|70|1
16131|27|4|44|2
16134|0|2|26|0
15891|51|7|63|4
16006|11|3|41|0
15887|74|24|82|4
17355|52|37|58|2
15893|165|69|142|7
15896|1|7|37|1
16045|12|7|42|0
15886|185|53|135|1
16799|0|0|2|0
13611|0|0|3|0
13744|5|2|14|1
12275|38|43|58|2
16844|3|1|18|1
7811|18|10|23|1
16828|0|2|2|0
17266|0|2|56|0
15814|28|21|95|5
15813|19|15|49|0
16826|0|0|3|0
11321|2|0|5|0
17032|12|5|41|1
15817|0|2|1|0
17273|3|2|5|0
7068|3|0|25|1
16829|0|0|3|0
2848|3|2|4|0
14041|40|50|64|4
16388|0|1|23|0
1502|30|14|71|14
16404|2|2|10|0
16361|1|0|12|2
16696|3|2|10|2
17323|1|4|39|0
17387|1|3|55|0
16442|0|0|10|0
12637|0|0|1|0
16418|23|10|14|0
16181|8|2|31|0
16104|0|0|4|0
4489|1|2|1|0
2267|1|2|6|0
14917|11|3|6|1
17102|1|1|2|0
17317|73|19|42|0
16286|0|1|10|0
16276|0|1|20|0
16599|0|0|2|0
16598|0|0|2|0
16237|0|0|6|0
15864|6|2|18|0
17124|2|1|6|0
17098|3|2|11|0
17381|0|1|10|0
17383|1|1|8|0
10042|0|3|13|0
15931|0|0|7|0
15970|0|0|9|0
16832|67|40|69|5
16850|5|3|41|3
16794|1|0|4|0
16795|0|0|5|0
16027|2|4|16|1
10591|3|4|10|1
17099|1|1|2|1
481|0|1|7|0
16078|54|30|157|24
16040|0|0|12|0
16041|0|1|11|0
16039|55|32|143|23
16042|0|0|2|1
8436|2|0|2|0
16038|0|0|3|0
11655|25|12|48|4
16255|0|0|4|0
16980|2|1|18|1
17065|1|1|10|1
17140|19|15|82|3
17142|0|1|4|0
15851|1|0|4|0
14478|0|1|2|0
15977|1|0|5|0
16776|0|0|1|0
13243|0|0|1|0
17235|2|0|8|0
5573|0|0|2|0
16253|3|4|39|2
16265|0|0|10|1
17190|0|0|4|1
17216|0|0|6|0
15922|0|2|4|0
16187|2|5|44|0
15847|5|3|10|0
16871|2|0|14|1
16870|1|1|2|0
6544|0|0|2|0
17060|31|11|40|0
15845|2|0|4|1
16014|25|6|41|4
16017|0|1|8|0
16558|237|53|88|5
16109|0|1|47|0
16108|0|4|91|0
15894|8|6|20|1
15888|0|0|2|0
17044|249|61|67|8
16110|0|0|8|0
16018|0|0|2|0
16030|0|1|20|0
15993|299|222|181|7
16141|7|2|10|0
16143|19|5|29|0
16139|10|11|39|1
16135|0|0|8|0
16132|0|0|2|0
16197|0|0|2|0
16196|265|122|119|14
16192|5|0|15|0
16198|102|70|109|6
16137|0|0|2|0
15996|124|38|144|0
15999|0|0|4|0
16719|223|210|165|17
17191|1|18|94|1
16178|5|0|12|1
15889|0|0|10|0
15885|0|2|10|0
16005|2|5|67|0
15892|0|1|27|0
15890|0|0|4|0
15883|0|0|8|0
15884|7|4|29|2
16260|0|1|10|0
16262|0|0|2|0
15895|2|0|15|0
16837|2|0|4|0
16847|126|67|93|10
16849|113|65|88|2
16626|3|0|10|0
16866|24|7|73|0
16865|1|0|5|0
16052|9|8|41|0
16053|85|40|60|0
16054|50|24|73|3
16680|0|0|3|0
1851|46|49|140|1
12374|16|14|28|0
16684|2|2|21|0
16685|76|65|144|5
16686|51|40|121|8
16687|101|61|92|7
16683|38|5|32|0
16921|94|29|97|4
16919|6|2|8|0
16920|0|0|8|0
16924|19|16|114|4
16923|41|10|101|1
16910|2|3|30|0
16911|82|25|116|1
16903|37|9|28|1
16906|8|3|19|0
16904|6|3|30|0
16907|2|2|22|0
16905|14|6|33|0
16823|29|18|21|3
16822|37|24|42|2
16917|1|5|18|1
17131|13|7|19|2
16922|170|101|204|3
16868|7|5|25|0
16912|0|6|24|1
17278|117|31|36|1
17436|222|95|130|3
15879|31|12|14|0
7726|0|0|2|0
9327|18|8|24|0
15965|26|23|51|6
15924|14|14|70|5
16856|41|34|65|6
16723|0|0|2|0
15882|78|62|90|11
16724|0|1|4|0
15880|126|109|123|7
15881|105|43|90|9
3564|0|0|2|0
16746|7|8|47|15
16760|6|4|66|0
16761|0|0|6|0
1456|68|27|71|9
16754|3|2|8|0
16756|0|1|50|0
16758|59|41|82|10
16759|115|99|105|20
16753|2|0|13|1
16757|11|8|28|3
16755|2|4|13|3
16725|6|3|9|1
17121|37|20|76|5
16655|3|6|28|0
16763|10|4|17|3
17189|8|13|39|4
16765|0|0|2|0
17318|0|1|8|1
17344|0|1|10|0
17251|1|3|15|2
17427|0|0|3|0
17252|92|34|57|2
17423|28|32|81|0
16864|5|5|13|0
17070|7|3|5|1
16008|0|0|8|0
16084|62|36|46|4
16869|19|11|29|2
16890|3|13|69|9
16891|4|10|86|5
16892|1|2|21|2
16858|5|1|22|0
17435|0|0|3|0
17432|27|12|43|2
17431|2|1|7|0
15914|47|19|40|3
16818|0|0|15|0
15909|4|1|35|1
16817|8|1|14|1
16819|0|1|12|0
15913|81|30|42|0
16816|0|0|6|0
15912|0|0|6|0
15911|0|0|4|0
15907|0|2|5|0
16830|19|7|16|0
16781|0|0|1|0
16273|0|0|7|0
1144|72|36|88|5
822|8|4|21|2
15910|0|1|4|0
16600|1|1|29|0
16857|13|10|32|2
16796|19|21|8|0
16601|0|1|3|0
17158|0|0|4|0
17154|66|33|57|15
14401|2|3|16|0
17019|2|1|11|1
17407|0|0|2|0
16511|12|4|13|0
17393|10|9|29|0
16859|0|0|25|0
17041|25|19|38|2
17003|22|23|46|5
17002|0|0|3|0
17004|0|1|11|1
17007|0|1|14|1
1841|3|7|54|0
17186|1|0|2|0
16825|2|2|12|0
16944|1|0|2|0
17198|0|1|18|0
17195|0|0|6|0
17196|9|13|6|0
16926|6|6|19|0
16357|23|20|61|2
11326|1|5|42|2
16925|48|22|50|1
7400|1|0|8|0
2970|1|1|5|0
17167|9|1|5|0
17171|9|14|35|3
17169|2|1|19|0
17170|39|11|35|1
17172|13|3|16|1
17313|2|1|9|0
16986|7|3|12|0
17177|3|4|10|0
17319|0|0|7|0
17199|43|15|21|0
17200|0|0|4|0
17333|0|1|1|0
17005|1|4|29|0
17006|3|7|10|0
17349|118|36|47|11
17166|1|0|1|0
17338|10|3|10|1
17339|1|2|2|0
17001|9|0|6|1
17441|1|3|7|0
17386|0|2|11|2
17438|45|15|43|1
17428|1|0|11|1
16838|0|0|8|0
16860|0|0|2|0
16861|39|26|31|2
16845|2|4|46|1
16862|0|0|2|0
16784|35|3|19|0
16788|0|4|55|1
16787|38|11|17|0
16851|0|1|17|0
5966|6|10|88|0
16831|0|2|10|0
16786|0|1|14|0
17136|1|1|6|0
17138|0|0|2|0
17095|160|55|63|4
17091|3|1|6|0
17092|0|0|6|0
17090|0|0|5|0
17139|26|8|19|0
17093|0|2|13|0
17159|56|26|42|2
17094|0|0|5|0
16362|0|0|37|0
16029|0|0|2|0
16583|0|0|10|0
16589|8|5|30|1
16586|12|9|20|3
16592|1|0|4|1
2703|11|8|22|2
16703|4|1|8|1
16867|0|0|2|0
16654|0|0|1|0
17020|1|1|1|0
1806|0|0|1|0
11413|0|0|1|0
17212|5|2|3|1
17228|5|4|4|3
16955|0|1|2|0
17327|0|0|12|0
17328|1|4|28|1
17342|6|2|11|0
17415|0|3|1|1
16790|1|2|12|0
16664|3|2|6|0
16704|20|13|12|2
3946|0|0|8|0
15951|8|3|24|3
16360|10|1|8|1
17176|14|6|12|1
16714|1|0|1|1
17405|1|1|8|0
16537|7|3|12|0
11204|0|0|2|0
16512|2|4|40|1
16634|24|8|29|4
16582|0|0|2|0
16514|32|17|16|1
5282|17|7|14|0
17028|31|21|71|13
17027|1|6|35|1
16712|0|1|12|0
16661|40|24|76|2
16660|195|131|111|7
17161|3|8|8|0
6603|10|9|10|0
16172|0|0|2|0
16170|3|1|18|0
16166|3|0|18|2
16173|1|3|35|1
16171|3|2|16|2
16167|7|5|26|1
16165|9|6|35|0
16764|0|0|4|0
16779|4|2|21|1
16657|2|0|13|0
16973|0|0|95|0
15956|0|0|2|1
15954|1|5|33|0
16545|1|1|10|0
16358|166|82|90|1
14059|0|1|17|0
632|13|9|30|1
16542|1|0|23|1
15853|59|33|56|7
16544|2|2|10|0
16536|3|0|18|0
16538|1|0|15|0
15953|4|2|8|1
15952|0|1|6|0
16543|3|0|33|0
16662|0|0|39|0
16722|25|15|28|0
17059|5|1|5|0
17087|0|0|13|1
17157|0|0|1|0
16403|96|42|101|5
16471|1|1|27|0
16402|19|10|55|1
1095|0|0|13|0
16603|16|8|44|0
16602|76|20|87|0
16563|7|3|29|0
16562|9|4|24|0
16705|65|56|72|1
16711|51|23|76|19
16707|0|0|14|0
16713|1|0|11|0
17000|0|2|25|0
16999|0|0|5|0
16708|0|0|1|0
17130|32|15|63|0
16706|0|0|4|1
16804|1|2|115|0
16811|3|2|14|0
16801|0|0|10|0
16805|0|0|8|0
16800|176|129|126|3
16806|24|22|96|2
16808|0|0|2|0
16810|0|0|4|0
16807|2|1|72|0
16809|0|0|2|0
4677|0|0|4|0
13778|132|36|72|4
16972|44|37|77|2
16974|0|3|35|0
16992|0|0|10|0
16995|12|5|29|2
16994|12|4|25|0
16993|36|16|52|1
16990|50|26|63|1
16991|0|1|16|0
16996|3|5|55|2
17021|0|3|37|0
16150|93|58|100|1
16152|114|78|96|3
16151|88|94|112|2
16874|21|10|29|1
16880|0|0|4|0
16884|0|0|6|0
16878|0|0|10|0
16885|33|36|79|1
16876|0|1|6|0
16881|0|2|12|0
16883|16|2|26|1
16803|39|35|93|3
16802|0|0|8|0
17083|0|0|4|0
17081|55|23|103|2
17080|2|3|22|1
17082|94|43|110|7
17079|2|0|14|0
17084|0|0|4|0
17144|16|19|77|4
17286|0|0|8|0
16879|8|2|16|1
16875|0|0|2|0
17371|2|2|16|0
17364|2|7|30|0
17395|173|102|97|2
16882|0|0|4|0
17293|0|0|6|0
17218|6|5|15|2
17275|2|1|21|2
17365|24|18|41|4
17294|1|3|4|0
17390|4|5|90|0
17408|167|130|97|3
17301|79|63|114|3
17302|0|3|12|0
17300|0|0|6|0
17389|40|18|79|4
16646|4|5|21|0
16044|19|32|108|9
17149|2|2|10|0
16251|0|0|3|0
16887|0|0|2|1
17105|1|0|1|0
17104|81|23|75|6
17298|4|4|11|8
16588|6|5|16|3
16642|3|0|6|1
16643|6|2|26|1
16695|1|0|4|0
7248|6|1|6|0
17056|15|8|13|1
16559|1|0|10|2
17047|33|25|100|7
17362|8|0|4|0
17132|0|0|2|0
17372|3|3|12|0
679|0|0|4|1
16257|2|1|43|3
16985|1|0|6|0
17340|3|3|4|0
12835|1|0|2|0
386|34|10|13|0
15976|22|5|34|0
16112|2|2|8|0
14326|0|0|4|0
3902|2|4|12|0
811|2|0|4|0
16561|2|2|6|0
16540|1|0|2|0
17109|0|1|4|0
16539|2|1|12|0
16534|0|0|2|0
16560|2|0|10|0
16533|0|0|2|0
16487|0|4|55|0
16488|0|0|19|0
16490|60|45|82|4
16492|106|46|89|3
16493|13|4|29|0
16494|71|40|73|4
16495|48|18|102|0
16496|5|1|28|1
16497|160|100|115|6
16499|2|3|26|1
16500|4|3|25|0
16501|10|10|34|2
16502|0|0|12|0
16275|46|6|24|1
15761|2|4|4|0
3080|83|47|88|14
16207|3|4|6|0
16206|6|5|10|0
16663|46|22|44|0
16666|0|1|10|0
16668|25|14|34|1
16667|45|28|56|4
16789|15|6|8|0
911|0|1|2|0
16665|3|2|10|0
15981|24|14|47|0
9051|15|9|54|1
17119|2|2|14|0
16498|0|1|22|0
16644|0|0|22|0
17126|7|2|20|1
17120|0|0|16|0
17292|1|0|6|0
17075|0|1|5|0
17072|0|0|11|0
17074|0|0|4|0
17073|1|0|14|0
17127|0|0|6|0
17125|4|0|11|0
17128|0|0|4|0
17118|2|1|7|0
16607|3|1|6|0
16115|0|5|6|0
17076|26|13|43|6
16608|0|0|8|0
17129|2|1|4|0
17363|1|0|6|0
5785|0|0|4|0
16614|0|1|10|1
16658|0|0|2|0
16679|1|0|2|0
17439|158|30|57|3
9031|122|57|89|1
4282|9|9|26|0
16447|13|17|36|0
16373|0|1|6|1
16374|39|13|68|2
15972|79|22|52|0
15973|2|2|16|0
15974|1|2|8|0
16365|0|0|11|0
15975|17|5|32|1
4588|0|0|3|0
4316|56|58|35|3
7296|30|6|31|0
17357|0|0|28|2
17356|0|0|7|0
16376|2|3|12|0
4878|2|1|4|0
16372|1|1|6|1
16371|13|5|23|0
16113|1|1|18|0
17358|0|0|1|0
17359|0|0|3|0
17213|0|0|5|0
17215|0|0|2|0
17271|2|0|4|0
17214|0|0|6|0
17268|0|0|4|0
17272|0|1|2|0
16375|0|6|50|0
17565|73|24|46|14
17564|16|20|26|3
17574|15|7|29|4
17541|18|15|22|3
17540|88|83|45|11
17595|7|8|20|2
17617|8|4|17|1
1439|5|3|15|1
17562|3|0|23|11
17529|11|13|12|5
17527|36|34|28|4
17526|11|21|27|2
17528|119|86|56|4
17575|12|9|30|1
17723|10|4|10|4
17713|10|6|17|4
18884|0|1|15|0
18871|10|29|98|12
18885|5|7|10|4
18899|8|3|9|2
18892|0|0|8|0
18414|39|22|15|7
11101|1|0|17|0
18227|0|0|71|2
15275|0|0|2|1
18037|30|11|30|5
17707|4|1|6|2
17694|82|32|29|13
17696|2|4|8|3
17695|5|4|6|1
17693|23|25|11|2
8860|4|6|22|4
10766|0|0|6|0
18231|2|1|9|0
18389|4|4|11|2
18390|2|2|9|1
18866|13|9|7|3
18867|6|6|8|0
13043|10|1|28|2
17466|43|20|67|5
17586|51|23|43|2
17590|0|0|6|0
17587|0|0|1|1
17580|3|2|14|2
17579|14|28|40|6
17588|0|0|2|0
17581|0|0|1|0
17582|4|2|7|0
17578|0|7|42|0
17589|0|1|4|0
17591|39|14|40|3
17471|1|1|17|2
17468|7|0|21|0
17469|2|1|5|2
16631|10|6|15|1
18122|23|14|61|1
17718|84|50|76|17
17930|44|18|63|11
18009|0|0|1|0
18008|0|0|1|0
18015|0|0|1|0
18006|0|0|1|0
18012|0|0|1|0
18014|0|0|1|0
18189|0|0|1|0
18010|0|0|1|0
18007|0|0|1|0
18188|0|0|1|0
17914|37|21|58|5
18182|5|5|41|1
15688|5|2|17|2
17465|2|3|7|2
17523|46|17|50|13
18174|2|0|14|0
18107|4|1|14|0
17722|2|3|24|1
17780|144|93|69|8
17522|19|28|61|2
17521|1|1|17|0
17448|32|26|34|8
17524|3|14|20|1
18427|1|0|6|0
17550|12|8|79|1
14584|20|2|59|1
18617|0|1|8|0
18092|46|19|52|2
18098|2|2|12|1
18091|6|14|54|0
18783|0|0|1|0
14560|0|0|3|1
17546|128|76|106|3
18190|0|1|11|0
17472|0|4|20|1
18191|38|10|75|4
18714|6|4|17|0
18715|26|19|104|3
18776|33|17|21|0
2921|0|1|14|1
19042|1|8|30|0
17794|8|6|20|1
18928|1|3|17|0
18752|28|21|25|1
17773|3|7|39|0
18716|7|17|70|0
18880|0|0|16|0
18506|6|3|26|2
17444|43|33|118|8
18896|47|36|54|3
18342|29|27|85|9
18870|1|0|15|0
17378|0|0|20|0
17557|17|10|33|1
17925|6|1|28|1
18687|84|29|47|4
18215|90|71|126|10
19032|10|8|26|2
17641|9|4|37|2
17642|77|37|112|8
